source,amount
fibonacci,3691087032412706639440686994833808526209
fibonacci,5972304273877744135569338397692020533504
fibonacci,9663391306290450775010025392525829059713
fibonacci,15635695580168194910579363790217849593217
fibonacci,25299086886458645685589389182743678652930
fibonacci,40934782466626840596168752972961528246147
fibonacci,66233869353085486281758142155705206899077
fibonacci,107168651819712326877926895128666735145224
fibonacci,173402521172797813159685037284371942044301
fibonacci,280571172992510140037611932413038677189525
fibonacci,453973694165307953197296969697410619233826
fibonacci,734544867157818093234908902110449296423351
fibonacci,1188518561323126046432205871807859915657177
fibonacci,1923063428480944139667114773918309212080528
fibonacci,3111581989804070186099320645726169127737705
fibonacci,5034645418285014325766435419644478339818233
fibonacci,8146227408089084511865756065370647467555938
fibonacci,13180872826374098837632191485015125807374171
fibonacci,21327100234463183349497947550385773274930109
fibonacci,34507973060837282187130139035400899082304280
fibonacci,55835073295300465536628086585786672357234389
fibonacci,90343046356137747723758225621187571439538669
fibonacci,146178119651438213260386312206974243796773058
fibonacci,236521166007575960984144537828161815236311727
fibonacci,382699285659014174244530850035136059033084785
fibonacci,619220451666590135228675387863297874269396512
fibonacci,1001919737325604309473206237898433933302481297
fibonacci,1621140188992194444701881625761731807571877809
fibonacci,2623059926317798754175087863660165740874359106
fibonacci,4244200115309993198876969489421897548446236915
fibonacci,6867260041627791953052057353082063289320596021
fibonacci,11111460156937785151929026842503960837766832936
fibonacci,17978720198565577104981084195586024127087428957
fibonacci,29090180355503362256910111038089984964854261893
fibonacci,47068900554068939361891195233676009091941690850
fibonacci,76159080909572301618801306271765994056795952743
fibonacci,123227981463641240980692501505442003148737643593
fibonacci,199387062373213542599493807777207997205533596336
fibonacci,322615043836854783580186309282650000354271239929
fibonacci,522002106210068326179680117059857997559804836265
fibonacci,844617150046923109759866426342507997914076076194
fibonacci,1366619256256991435939546543402365995473880912459
fibonacci,2211236406303914545699412969744873993387956988653
fibonacci,3577855662560905981638959513147239988861837901112
fibonacci,5789092068864820527338372482892113982249794889765
fibonacci,9366947731425726508977331996039353971111632790877
fibonacci,15156039800290547036315704478931467953361427680642
fibonacci,24522987531716273545293036474970821924473060471519
fibonacci,39679027332006820581608740953902289877834488152161
fibonacci,64202014863723094126901777428873111802307548623680
fibonacci,103881042195729914708510518382775401680142036775841
fibonacci,168083057059453008835412295811648513482449585399521
fibonacci,271964099255182923543922814194423915162591622175362
fibonacci,440047156314635932379335110006072428645041207574883
fibonacci,712011255569818855923257924200496343807632829750245
fibonacci,1152058411884454788302593034206568772452674037325128
fibonacci,1864069667454273644225850958407065116260306867075373
fibonacci,3016128079338728432528443992613633888712980904400501
fibonacci,4880197746793002076754294951020699004973287771475874
fibonacci,7896325826131730509282738943634332893686268675876375
fibonacci,12776523572924732586037033894655031898659556447352249
fibonacci,20672849399056463095319772838289364792345825123228624
fibonacci,33449372971981195681356806732944396691005381570580873
fibonacci,54122222371037658776676579571233761483351206693809497
fibonacci,87571595343018854458033386304178158174356588264390370
fibonacci,141693817714056513234709965875411919657707794958199867
fibonacci,229265413057075367692743352179590077832064383222590237
fibonacci,370959230771131880927453318055001997489772178180790104
fibonacci,600224643828207248620196670234592075321836561403380341
fibonacci,971183874599339129547649988289594072811608739584170445
fibonacci,1571408518427546378167846658524186148133445300987550786
fibonacci,2542592393026885507715496646813780220945054040571721231
fibonacci,4114000911454431885883343305337966369078499341559272017
fibonacci,6656593304481317393598839952151746590023553382130993248
fibonacci,10770594215935749279482183257489712959102052723690265265
fibonacci,17427187520417066673081023209641459549125606105821258513
fibonacci,28197781736352815952563206467131172508227658829511523778
fibonacci,45624969256769882625644229676772632057353264935332782291
fibonacci,73822750993122698578207436143903804565580923764844306069
fibonacci,119447720249892581203851665820676436622934188700177088360
fibonacci,193270471243015279782059101964580241188515112465021394429
fibonacci,312718191492907860985910767785256677811449301165198482789
fibonacci,505988662735923140767969869749836918999964413630219877218
fibonacci,818706854228831001753880637535093596811413714795418360007
fibonacci,1324695516964754142521850507284930515811378128425638237225
fibonacci,2143402371193585144275731144820024112622791843221056597232
fibonacci,3468097888158339286797581652104954628434169971646694834457
fibonacci,5611500259351924431073312796924978741056961814867751431689
fibonacci,9079598147510263717870894449029933369491131786514446266146
fibonacci,14691098406862188148944207245954912110548093601382197697835
fibonacci,23770696554372451866815101694984845480039225387896643963981
fibonacci,38461794961234640015759308940939757590587318989278841661816
fibonacci,62232491515607091882574410635924603070626544377175485625797
fibonacci,100694286476841731898333719576864360661213863366454327287613
fibonacci,162926777992448823780908130212788963731840407743629812913410
fibonacci,263621064469290555679241849789653324393054271110084140201023
fibonacci,426547842461739379460149980002442288124894678853713953114433
fibonacci,690168906931029935139391829792095612517948949963798093315456
fibonacci,1116716749392769314599541809794537900642843628817512046429889
fibonacci,1806885656323799249738933639586633513160792578781310139745345
fibonacci,2923602405716568564338475449381171413803636207598822186175234
fibonacci,4730488062040367814077409088967804926964428786380132325920579
fibonacci,7654090467756936378415884538348976340768064993978954512095813
fibonacci,12384578529797304192493293627316781267732493780359086838016392
fibonacci,20038668997554240570909178165665757608500558774338041350112205
fibonacci,32423247527351544763402471792982538876233052554697128188128597
fibonacci,52461916524905785334311649958648296484733611329035169538240802
fibonacci,84885164052257330097714121751630835360966663883732297726369399
fibonacci,137347080577163115432025771710279131845700275212767467264610201
fibonacci,222232244629420445529739893461909967206666939096499764990979600
power_of_two,1
power_of_two,2
power_of_two,4
power_of_two,8
power_of_two,16
power_of_two,32
power_of_two,64
power_of_two,128
power_of_two,256
power_of_two,512
power_of_two,1024
power_of_two,2048
power_of_two,4096
power_of_two,8192
power_of_two,16384
power_of_two,32768
power_of_two,65536
power_of_two,131072
power_of_two,262144
power_of_two,524288
power_of_two,1048576
power_of_two,2097152
power_of_two,4194304
power_of_two,8388608
power_of_two,16777216
power_of_two,33554432
power_of_two,67108864
power_of_two,134217728
power_of_two,268435456
power_of_two,536870912
power_of_two,1073741824
power_of_two,2147483648
power_of_two,4294967296
power_of_two,8589934592
power_of_two,17179869184
power_of_two,34359738368
power_of_two,68719476736
power_of_two,137438953472
power_of_two,274877906944
power_of_two,549755813888
power_of_two,1099511627776
power_of_two,2199023255552
power_of_two,4398046511104
power_of_two,8796093022208
power_of_two,17592186044416
power_of_two,35184372088832
power_of_two,70368744177664
power_of_two,140737488355328
power_of_two,281474976710656
power_of_two,562949953421312
power_of_two,1125899906842624
power_of_two,2251799813685248
power_of_two,4503599627370496
power_of_two,9007199254740992
power_of_two,18014398509481984
power_of_two,36028797018963968
power_of_two,72057594037927936
power_of_two,144115188075855872
power_of_two,288230376151711744
power_of_two,576460752303423488
power_of_two,1152921504606846976
power_of_two,2305843009213693952
power_of_two,4611686018427387904
power_of_two,9223372036854775808
power_of_two,18446744073709551616
power_of_two,36893488147419103232
power_of_two,73786976294838206464
power_of_two,147573952589676412928
power_of_two,295147905179352825856
power_of_two,590295810358705651712
power_of_two,1180591620717411303424
power_of_two,2361183241434822606848
power_of_two,4722366482869645213696
power_of_two,9444732965739290427392
power_of_two,18889465931478580854784
power_of_two,37778931862957161709568
power_of_two,75557863725914323419136
power_of_two,151115727451828646838272
power_of_two,302231454903657293676544
power_of_two,604462909807314587353088
power_of_two,1208925819614629174706176
power_of_two,2417851639229258349412352
power_of_two,4835703278458516698824704
power_of_two,9671406556917033397649408
power_of_two,19342813113834066795298816
power_of_two,38685626227668133590597632
power_of_two,77371252455336267181195264
power_of_two,154742504910672534362390528
power_of_two,309485009821345068724781056
power_of_two,618970019642690137449562112
power_of_two,1237940039285380274899124224
power_of_two,2475880078570760549798248448
power_of_two,4951760157141521099596496896
power_of_two,9903520314283042199192993792
power_of_two,19807040628566084398385987584
power_of_two,39614081257132168796771975168
power_of_two,79228162514264337593543950336
power_of_two,158456325028528675187087900672
power_of_two,316912650057057350374175801344
power_of_two,633825300114114700748351602688
power_of_two,1267650600228229401496703205376
power_of_two,2535301200456458802993406410752
power_of_two,5070602400912917605986812821504
power_of_two,10141204801825835211973625643008
power_of_two,20282409603651670423947251286016
power_of_two,40564819207303340847894502572032
power_of_two,81129638414606681695789005144064
power_of_two,162259276829213363391578010288128
power_of_two,324518553658426726783156020576256
power_of_two,649037107316853453566312041152512
power_of_two,1298074214633706907132624082305024
power_of_two,2596148429267413814265248164610048
power_of_two,5192296858534827628530496329220096
power_of_two,10384593717069655257060992658440192
power_of_two,20769187434139310514121985316880384
power_of_two,41538374868278621028243970633760768
power_of_two,83076749736557242056487941267521536
power_of_two,166153499473114484112975882535043072
power_of_two,332306998946228968225951765070086144
power_of_two,664613997892457936451903530140172288
power_of_two,1329227995784915872903807060280344576
power_of_two,2658455991569831745807614120560689152
power_of_two,5316911983139663491615228241121378304
power_of_two,10633823966279326983230456482242756608
power_of_two,21267647932558653966460912964485513216
power_of_two,42535295865117307932921825928971026432
power_of_two,85070591730234615865843651857942052864
power_of_two,170141183460469231731687303715884105728
power_of_two,340282366920938463463374607431768211456
power_of_two,680564733841876926926749214863536422912
power_of_two,1361129467683753853853498429727072845824
power_of_two,2722258935367507707706996859454145691648
power_of_two,5444517870735015415413993718908291383296
power_of_two,10889035741470030830827987437816582766592
power_of_two,21778071482940061661655974875633165533184
power_of_two,43556142965880123323311949751266331066368
power_of_two,87112285931760246646623899502532662132736
power_of_two,174224571863520493293247799005065324265472
power_of_two,348449143727040986586495598010130648530944
power_of_two,696898287454081973172991196020261297061888
power_of_two,1393796574908163946345982392040522594123776
power_of_two,2787593149816327892691964784081045188247552
power_of_two,5575186299632655785383929568162090376495104
power_of_two,11150372599265311570767859136324180752990208
power_of_two,22300745198530623141535718272648361505980416
power_of_two,44601490397061246283071436545296723011960832
power_of_two,89202980794122492566142873090593446023921664
power_of_two,178405961588244985132285746181186892047843328
power_of_two,356811923176489970264571492362373784095686656
power_of_two,713623846352979940529142984724747568191373312
power_of_two,1427247692705959881058285969449495136382746624
power_of_two,2854495385411919762116571938898990272765493248
power_of_two,5708990770823839524233143877797980545530986496
power_of_two,11417981541647679048466287755595961091061972992
power_of_two,22835963083295358096932575511191922182123945984
power_of_two,45671926166590716193865151022383844364247891968
power_of_two,91343852333181432387730302044767688728495783936
power_of_two,182687704666362864775460604089535377456991567872
power_of_two,365375409332725729550921208179070754913983135744
power_of_two,730750818665451459101842416358141509827966271488
power_of_two,1461501637330902918203684832716283019655932542976
power_of_two,2923003274661805836407369665432566039311865085952
power_of_two,5846006549323611672814739330865132078623730171904
power_of_two,11692013098647223345629478661730264157247460343808
power_of_two,23384026197294446691258957323460528314494920687616
power_of_two,46768052394588893382517914646921056628989841375232
power_of_two,93536104789177786765035829293842113257979682750464
power_of_two,187072209578355573530071658587684226515959365500928
power_of_two,374144419156711147060143317175368453031918731001856
power_of_two,748288838313422294120286634350736906063837462003712
power_of_two,1496577676626844588240573268701473812127674924007424
power_of_two,2993155353253689176481146537402947624255349848014848
power_of_two,5986310706507378352962293074805895248510699696029696
power_of_two,11972621413014756705924586149611790497021399392059392
power_of_two,23945242826029513411849172299223580994042798784118784
power_of_two,47890485652059026823698344598447161988085597568237568
power_of_two,95780971304118053647396689196894323976171195136475136
power_of_two,191561942608236107294793378393788647952342390272950272
power_of_two,383123885216472214589586756787577295904684780545900544
power_of_two,766247770432944429179173513575154591809369561091801088
power_of_two,1532495540865888858358347027150309183618739122183602176
power_of_two,3064991081731777716716694054300618367237478244367204352
power_of_two,6129982163463555433433388108601236734474956488734408704
power_of_two,12259964326927110866866776217202473468949912977468817408
power_of_two,24519928653854221733733552434404946937899825954937634816
power_of_two,49039857307708443467467104868809893875799651909875269632
power_of_two,98079714615416886934934209737619787751599303819750539264
power_of_two,196159429230833773869868419475239575503198607639501078528
power_of_two,392318858461667547739736838950479151006397215279002157056
power_of_two,784637716923335095479473677900958302012794430558004314112
power_of_two,1569275433846670190958947355801916604025588861116008628224
power_of_two,3138550867693340381917894711603833208051177722232017256448
power_of_two,6277101735386680763835789423207666416102355444464034512896
power_of_two,12554203470773361527671578846415332832204710888928069025792
power_of_two,25108406941546723055343157692830665664409421777856138051584
power_of_two,50216813883093446110686315385661331328818843555712276103168
power_of_two,100433627766186892221372630771322662657637687111424552206336
power_of_two,200867255532373784442745261542645325315275374222849104412672
power_of_two,401734511064747568885490523085290650630550748445698208825344
power_of_two,803469022129495137770981046170581301261101496891396417650688
power_of_two,1606938044258990275541962092341162602522202993782792835301376
power_of_two,3213876088517980551083924184682325205044405987565585670602752
power_of_two,6427752177035961102167848369364650410088811975131171341205504
power_of_two,12855504354071922204335696738729300820177623950262342682411008
power_of_two,25711008708143844408671393477458601640355247900524685364822016
power_of_two,51422017416287688817342786954917203280710495801049370729644032
power_of_two,102844034832575377634685573909834406561420991602098741459288064
power_of_two,205688069665150755269371147819668813122841983204197482918576128
power_of_two,411376139330301510538742295639337626245683966408394965837152256
power_of_two,822752278660603021077484591278675252491367932816789931674304512
power_of_two,1645504557321206042154969182557350504982735865633579863348609024
power_of_two,3291009114642412084309938365114701009965471731267159726697218048
power_of_two,6582018229284824168619876730229402019930943462534319453394436096
power_of_two,13164036458569648337239753460458804039861886925068638906788872192
power_of_two,26328072917139296674479506920917608079723773850137277813577744384
power_of_two,52656145834278593348959013841835216159447547700274555627155488768
power_of_two,105312291668557186697918027683670432318895095400549111254310977536
power_of_two,210624583337114373395836055367340864637790190801098222508621955072
power_of_two,421249166674228746791672110734681729275580381602196445017243910144
power_of_two,842498333348457493583344221469363458551160763204392890034487820288
power_of_two,1684996666696914987166688442938726917102321526408785780068975640576
power_of_two,3369993333393829974333376885877453834204643052817571560137951281152
power_of_two,6739986666787659948666753771754907668409286105635143120275902562304
power_of_two,13479973333575319897333507543509815336818572211270286240551805124608
power_of_two,26959946667150639794667015087019630673637144422540572481103610249216
power_of_two,53919893334301279589334030174039261347274288845081144962207220498432
power_of_two,107839786668602559178668060348078522694548577690162289924414440996864
power_of_two,215679573337205118357336120696157045389097155380324579848828881993728
power_of_two,431359146674410236714672241392314090778194310760649159697657763987456
power_of_two,862718293348820473429344482784628181556388621521298319395315527974912
power_of_two,1725436586697640946858688965569256363112777243042596638790631055949824
power_of_two,3450873173395281893717377931138512726225554486085193277581262111899648
power_of_two,6901746346790563787434755862277025452451108972170386555162524223799296
power_of_two,13803492693581127574869511724554050904902217944340773110325048447598592
power_of_two,27606985387162255149739023449108101809804435888681546220650096895197184
power_of_two,55213970774324510299478046898216203619608871777363092441300193790394368
power_of_two,110427941548649020598956093796432407239217743554726184882600387580788736
power_of_two,220855883097298041197912187592864814478435487109452369765200775161577472
power_of_two,441711766194596082395824375185729628956870974218904739530401550323154944
power_of_two,883423532389192164791648750371459257913741948437809479060803100646309888
power_of_two,1766847064778384329583297500742918515827483896875618958121606201292619776
power_of_two,3533694129556768659166595001485837031654967793751237916243212402585239552
power_of_two,7067388259113537318333190002971674063309935587502475832486424805170479104
power_of_two,14134776518227074636666380005943348126619871175004951664972849610340958208
power_of_two,28269553036454149273332760011886696253239742350009903329945699220681916416
power_of_two,56539106072908298546665520023773392506479484700019806659891398441363832832
power_of_two,113078212145816597093331040047546785012958969400039613319782796882727665664
power_of_two,226156424291633194186662080095093570025917938800079226639565593765455331328
power_of_two,452312848583266388373324160190187140051835877600158453279131187530910662656
power_of_two,904625697166532776746648320380374280103671755200316906558262375061821325312
power_of_two,1809251394333065553493296640760748560207343510400633813116524750123642650624
power_of_two,3618502788666131106986593281521497120414687020801267626233049500247285301248
power_of_two,7237005577332262213973186563042994240829374041602535252466099000494570602496
power_of_two,14474011154664524427946373126085988481658748083205070504932198000989141204992
power_of_two,28948022309329048855892746252171976963317496166410141009864396001978282409984
power_of_two,57896044618658097711785492504343953926634992332820282019728792003956564819968
power_of_two,115792089237316195423570985008687907853269984665640564039457584007913129639936
power_of_two,231584178474632390847141970017375815706539969331281128078915168015826259279872
power_of_two,463168356949264781694283940034751631413079938662562256157830336031652518559744
power_of_two,926336713898529563388567880069503262826159877325124512315660672063305037119488
power_of_two,1852673427797059126777135760139006525652319754650249024631321344126610074238976
power_of_two,3705346855594118253554271520278013051304639509300498049262642688253220148477952
power_of_two,7410693711188236507108543040556026102609279018600996098525285376506440296955904
power_of_two,14821387422376473014217086081112052205218558037201992197050570753012880593911808
power_of_two,29642774844752946028434172162224104410437116074403984394101141506025761187823616
power_of_two,59285549689505892056868344324448208820874232148807968788202283012051522375647232
power_of_two,118571099379011784113736688648896417641748464297615937576404566024103044751294464
power_of_two,237142198758023568227473377297792835283496928595231875152809132048206089502588928
power_of_two,474284397516047136454946754595585670566993857190463750305618264096412179005177856
power_of_two,948568795032094272909893509191171341133987714380927500611236528192824358010355712
power_of_two,1897137590064188545819787018382342682267975428761855001222473056385648716020711424
power_of_two,3794275180128377091639574036764685364535950857523710002444946112771297432041422848
power_of_two,7588550360256754183279148073529370729071901715047420004889892225542594864082845696
power_of_two,15177100720513508366558296147058741458143803430094840009779784451085189728165691392
power_of_two,30354201441027016733116592294117482916287606860189680019559568902170379456331382784
power_of_two,60708402882054033466233184588234965832575213720379360039119137804340758912662765568
power_of_two,121416805764108066932466369176469931665150427440758720078238275608681517825325531136
power_of_two,242833611528216133864932738352939863330300854881517440156476551217363035650651062272
power_of_two,485667223056432267729865476705879726660601709763034880312953102434726071301302124544
power_of_two,971334446112864535459730953411759453321203419526069760625906204869452142602604249088
power_of_two,1942668892225729070919461906823518906642406839052139521251812409738904285205208498176
power_of_two,3885337784451458141838923813647037813284813678104279042503624819477808570410416996352
power_of_two,7770675568902916283677847627294075626569627356208558085007249638955617140820833992704
power_of_two,15541351137805832567355695254588151253139254712417116170014499277911234281641667985408
power_of_two,31082702275611665134711390509176302506278509424834232340028998555822468563283335970816
power_of_two,62165404551223330269422781018352605012557018849668464680057997111644937126566671941632
power_of_two,124330809102446660538845562036705210025114037699336929360115994223289874253133343883264
power_of_two,248661618204893321077691124073410420050228075398673858720231988446579748506266687766528
power_of_two,497323236409786642155382248146820840100456150797347717440463976893159497012533375533056
power_of_two,994646472819573284310764496293641680200912301594695434880927953786318994025066751066112
power_of_two,1989292945639146568621528992587283360401824603189390869761855907572637988050133502132224
power_of_two,3978585891278293137243057985174566720803649206378781739523711815145275976100267004264448
power_of_two,7957171782556586274486115970349133441607298412757563479047423630290551952200534008528896
power_of_two,15914343565113172548972231940698266883214596825515126958094847260581103904401068017057792
power_of_two,31828687130226345097944463881396533766429193651030253916189694521162207808802136034115584
power_of_two,63657374260452690195888927762793067532858387302060507832379389042324415617604272068231168
power_of_two,127314748520905380391777855525586135065716774604121015664758778084648831235208544136462336
power_of_two,254629497041810760783555711051172270131433549208242031329517556169297662470417088272924672
power_of_two,509258994083621521567111422102344540262867098416484062659035112338595324940834176545849344
power_of_two,1018517988167243043134222844204689080525734196832968125318070224677190649881668353091698688
